Year	Sex	Age	mx	qx	ax	lx	dx	Lx	Tx	ex
1933	male	0	0.06859	0.06515	0.23	100000	6515	94978	5917457	59.17
1933	male	1	0.01004	0.00999	0.5	93485	934	93018	5822480	62.28
1933	male	2	0.00467	0.00466	0.5	92551	431	92336	5729461	61.91
1933	male	3	0.00333	0.00333	0.5	92120	307	91967	5637126	61.19
1933	male	4	0.00254	0.00253	0.5	91814	233	91697	5545159	60.4
1933	male	5	0.00209	0.00209	0.5	91581	191	91485	5453462	59.55
1933	male	6	0.0019	0.0019	0.5	91390	173	91303	5361976	58.67
1933	male	7	0.00174	0.00174	0.5	91216	159	91137	5270673	57.78
1933	male	8	0.00161	0.00161	0.5	91057	147	90984	5179536	56.88
1933	male	9	0.00151	0.00151	0.5	90911	137	90842	5088553	55.97
1933	male	10	0.00144	0.00143	0.5	90773	130	90708	4997711	55.06
1933	male	11	0.00141	0.00141	0.5	90643	128	90579	4907002	54.14
1933	male	12	0.00146	0.00146	0.5	90516	132	90450	4816423	53.21
1933	male	13	0.00158	0.00158	0.5	90384	143	90312	4725973	52.29
1933	male	14	0.00177	0.00177	0.5	90241	160	90161	4635661	51.37
1933	male	15	0.00201	0.00201	0.5	90081	181	89990	4545501	50.46
1933	male	16	0.00225	0.00225	0.5	89900	202	89798	4455510	49.56
1933	male	17	0.00248	0.00248	0.5	89697	222	89586	4365712	48.67
1933	male	18	0.00271	0.0027	0.5	89475	242	89354	4276126	47.79
1933	male	19	0.00293	0.00293	0.5	89233	261	89102	4186772	46.92
1933	male	20	0.00315	0.00315	0.5	88971	280	88832	4097670	46.06
1933	male	21	0.00334	0.00334	0.5	88692	296	88544	4008839	45.2
1933	male	22	0.0035	0.00349	0.5	88396	309	88241	3920295	44.35
1933	male	23	0.00362	0.00361	0.5	88087	318	87928	3832054	43.5
1933	male	24	0.00369	0.00369	0.5	87768	324	87607	3744127	42.66
1933	male	25	0.00373	0.00373	0.5	87445	326	87282	3656520	41.82
1933	male	26	0.00379	0.00378	0.5	87119	329	86954	3569238	40.97
1933	male	27	0.00386	0.00385	0.5	86790	334	86623	3482284	40.12
1933	male	28	0.00395	0.00394	0.5	86455	341	86285	3395661	39.28
1933	male	29	0.00407	0.00406	0.5	86114	349	85940	3309376	38.43
1933	male	30	0.00421	0.0042	0.5	85765	360	85585	3223437	37.58
1933	male	31	0.00438	0.00438	0.5	85405	374	85218	3137852	36.74
1933	male	32	0.00461	0.0046	0.5	85031	391	84836	3052633	35.9
1933	male	33	0.00488	0.00487	0.5	84640	412	84434	2967797	35.06
1933	male	34	0.0052	0.00519	0.5	84228	437	84010	2883363	34.23
1933	male	35	0.00554	0.00552	0.5	83791	463	83560	2799353	33.41
1933	male	36	0.00584	0.00582	0.5	83328	485	83086	2715793	32.59
1933	male	37	0.00609	0.00607	0.5	82843	503	82592	2632707	31.78
1933	male	38	0.00633	0.00631	0.5	82340	519	82081	2550115	30.97
1933	male	39	0.00657	0.00655	0.5	81821	536	81553	2468035	30.16
1933	male	40	0.00685	0.00683	0.5	81285	555	81007	2386482	29.36
1933	male	41	0.00724	0.00722	0.5	80730	583	80439	2305475	28.56
1933	male	42	0.00774	0.00771	0.5	80147	618	79838	2225036	27.76
1933	male	43	0.00831	0.00828	0.5	79530	658	79200	2145198	26.97
1933	male	44	0.00894	0.0089	0.5	78871	702	78520	2065997	26.19
1933	male	45	0.00962	0.00958	0.5	78169	749	77795	1987477	25.43
1933	male	46	0.01033	0.01028	0.5	77420	796	77023	1909682	24.67
1933	male	47	0.01106	0.011	0.5	76625	843	76204	1832659	23.92
1933	male	48	0.01184	0.01177	0.5	75782	892	75336	1756456	23.18
1933	male	49	0.01269	0.01261	0.5	74890	944	74418	1681119	22.45
1933	male	50	0.01359	0.0135	0.5	73946	998	73447	1606701	21.73
1933	male	51	0.01448	0.01438	0.5	72948	1049	72424	1533254	21.02
1933	male	52	0.01536	0.01524	0.5	71899	1096	71351	1460831	20.32
1933	male	53	0.01621	0.01608	0.5	70803	1139	70234	1389480	19.62
1933	male	54	0.01706	0.01692	0.5	69665	1179	69075	1319246	18.94
1933	male	55	0.01797	0.01781	0.5	68486	1220	67876	1250171	18.25
1933	male	56	0.01914	0.01896	0.5	67266	1276	66628	1182295	17.58
1933	male	57	0.02064	0.02043	0.5	65990	1348	65316	1115667	16.91
1933	male	58	0.02249	0.02224	0.5	64642	1438	63923	1050351	16.25
1933	male	59	0.02472	0.02441	0.5	63204	1543	62433	986427	15.61
1933	male	60	0.02723	0.02686	0.5	61661	1656	60833	923995	14.99
1933	male	61	0.02964	0.02921	0.5	60005	1753	59129	863162	14.38
1933	male	62	0.03186	0.03136	0.5	58252	1827	57339	804033	13.8
1933	male	63	0.0339	0.03333	0.5	56426	1881	55485	746694	13.23
1933	male	64	0.03579	0.03516	0.5	54545	1918	53586	691209	12.67
1933	male	65	0.03769	0.03699	0.5	52627	1947	51654	637623	12.12
1933	male	66	0.0402	0.03941	0.5	50680	1997	49682	585970	11.56
1933	male	67	0.04355	0.04262	0.5	48683	2075	47646	536288	11.02
1933	male	68	0.04783	0.04671	0.5	46608	2177	45519	488643	10.48
1933	male	69	0.05317	0.0518	0.5	44431	2301	43280	443123	9.97
1933	male	70	0.05941	0.05769	0.5	42129	2431	40914	399843	9.49
1933	male	71	0.06548	0.06341	0.5	39699	2517	38440	358929	9.04
1933	male	72	0.07101	0.06858	0.5	37182	2550	35907	320489	8.62
1933	male	73	0.07603	0.07324	0.5	34632	2536	33364	284582	8.22
1933	male	74	0.07941	0.07638	0.5	32095	2451	30870	251218	7.83
1933	male	75	0.08299	0.07968	0.5	29644	2362	28463	220349	7.43
1933	male	76	0.08929	0.08548	0.5	27282	2332	26116	191886	7.03
1933	male	77	0.0969	0.09242	0.5	24950	2306	23797	165770	6.64
1933	male	78	0.10589	0.10056	0.5	22644	2277	21505	141973	6.27
1933	male	79	0.11616	0.10979	0.5	20367	2236	19249	120467	5.91
1933	male	80	0.12746	0.11983	0.5	18131	2173	17045	101219	5.58
1933	male	81	0.13947	0.13037	0.5	15958	2081	14918	84174	5.27
1933	male	82	0.15187	0.14115	0.5	13878	1959	12898	69256	4.99
1933	male	83	0.16464	0.15212	0.5	11919	1813	11012	56358	4.73
1933	male	84	0.17768	0.16318	0.5	10106	1649	9281	45345	4.49
1933	male	85	0.19078	0.17416	0.5	8457	1473	7720	36064	4.26
1933	male	86	0.20481	0.18579	0.5	6984	1298	6335	28343	4.06
1933	male	87	0.22005	0.19824	0.5	5686	1127	5123	22008	3.87
1933	male	88	0.23591	0.21102	0.5	4559	962	4078	16885	3.7
1933	male	89	0.25102	0.22302	0.5	3597	802	3196	12807	3.56
1933	male	90	0.26352	0.23284	0.5	2795	651	2469	9611	3.44
1933	male	91	0.27213	0.23953	0.5	2144	514	1887	7142	3.33
1933	male	92	0.27622	0.2427	0.5	1631	396	1433	5255	3.22
1933	male	93	0.2757	0.2423	0.5	1235	299	1085	3822	3.1
1933	male	94	0.27548	0.24213	0.5	936	227	822	2737	2.93
1933	male	95	0.33439	0.28649	0.5	709	203	607	1914	2.7
1933	male	96	0.35223	0.29948	0.5	506	152	430	1307	2.58
1933	male	97	0.37048	0.31258	0.5	354	111	299	877	2.47
1933	male	98	0.38912	0.32574	0.5	244	79	204	578	2.37
1933	male	99	0.40808	0.33893	0.5	164	56	136	374	2.28
1933	male	100	0.42733	0.3521	0.5	109	38	89	237	2.19
1933	male	101	0.44679	0.36521	0.5	70	26	58	148	2.1
1933	male	102	0.46642	0.37822	0.5	45	17	36	90	2.02
1933	male	103	0.48616	0.39109	0.5	28	11	22	54	1.95
1933	male	104	0.50593	0.40379	0.5	17	7	13	32	1.88
1933	male	105	0.52569	0.41628	0.5	10	4	8	18	1.82
1933	male	106	0.54537	0.42852	0.5	6	3	5	10	1.76
1933	male	107	0.56491	0.44049	0.5	3	1	3	6	1.71
1933	male	108	0.58425	0.45216	0.5	2	1	1	3	1.67
1933	male	109	0.60333	0.46351	0.5	1	0	1	2	1.63
1933	male	110	0.6221	1	1.61	1	1	1	1	1.61
1934	male	0	0.07579	0.0717	0.25	100000	7170	94611	5834317	58.34
1934	male	1	0.01127	0.01121	0.5	92830	1041	92309	5739706	61.83
1934	male	2	0.00516	0.00514	0.5	91789	472	91553	5647397	61.53
1934	male	3	0.00347	0.00347	0.5	91317	317	91159	5555844	60.84
1934	male	4	0.00266	0.00266	0.5	91000	242	90879	5464685	60.05
1934	male	5	0.00219	0.00219	0.5	90758	199	90659	5373806	59.21
1934	male	6	0.00197	0.00197	0.5	90559	178	90470	5283147	58.34
1934	male	7	0.00179	0.00179	0.5	90381	162	90300	5192677	57.45
1934	male	8	0.00165	0.00165	0.5	90219	149	90145	5102377	56.56
1934	male	9	0.00154	0.00154	0.5	90070	139	90001	5012232	55.65
1934	male	10	0.00146	0.00146	0.5	89931	132	89865	4922232	54.73
1934	male	11	0.00144	0.00144	0.5	89800	129	89735	4832367	53.81
1934	male	12	0.00147	0.00147	0.5	89670	132	89604	4742632	52.89
1934	male	13	0.00159	0.00158	0.5	89538	142	89467	4653027	51.97
1934	male	14	0.00178	0.00178	0.5	89397	159	89317	4563560	51.05
1934	male	15	0.00203	0.00203	0.5	89238	181	89147	4474243	50.14
1934	male	16	0.00229	0.00228	0.5	89057	203	88955	4385095	49.24
1934	male	17	0.00253	0.00253	0.5	88854	225	88741	4296140	48.35
1934	male	18	0.00277	0.00277	0.5	88629	245	88506	4207399	47.47
1934	male	19	0.00301	0.00301	0.5	88383	266	88250	4118893	46.6
1934	male	20	0.00324	0.00323	0.5	88118	285	87975	4030642	45.74
1934	male	21	0.00344	0.00343	0.5	87833	301	87682	3942667	44.89
1934	male	22	0.00359	0.00359	0.5	87531	314	87374	3854985	44.04
1934	male	23	0.00371	0.0037	0.5	87217	323	87056	3767611	43.2
1934	male	24	0.00377	0.00377	0.5	86895	327	86731	3680555	42.36
1934	male	25	0.0038	0.0038	0.5	86567	329	86403	3593824	41.51
1934	male	26	0.00384	0.00384	0.5	86239	331	86073	3507421	40.67
1934	male	27	0.00391	0.0039	0.5	85908	335	85740	3421347	39.83
1934	male	28	0.00401	0.004	0.5	85573	342	85402	3335607	38.98
1934	male	29	0.00413	0.00412	0.5	85231	351	85055	3250206	38.13
1934	male	30	0.00428	0.00427	0.5	84879	363	84698	3165151	37.29
1934	male	31	0.00447	0.00446	0.5	84517	377	84328	3080453	36.45
1934	male	32	0.00469	0.00468	0.5	84140	394	83943	2996125	35.61
1934	male	33	0.00496	0.00494	0.5	83746	414	83538	2912182	34.77
1934	male	34	0.00526	0.00525	0.5	83331	437	83113	2828644	33.94
1934	male	35	0.0056	0.00559	0.5	82894	463	82662	2745531	33.12
1934	male	36	0.00594	0.00592	0.5	82431	488	82187	2662869	32.3
1934	male	37	0.00624	0.00622	0.5	81943	510	81688	2580682	31.49
1934	male	38	0.00651	0.00649	0.5	81433	529	81169	2498994	30.69
1934	male	39	0.00678	0.00675	0.5	80904	546	80631	2417825	29.88
1934	male	40	0.00706	0.00704	0.5	80358	565	80075	2337194	29.08
1934	male	41	0.00741	0.00738	0.5	79792	589	79498	2257119	28.29
1934	male	42	0.00787	0.00784	0.5	79203	621	78893	2177622	27.49
1934	male	43	0.00843	0.0084	0.5	78582	660	78252	2098729	26.71
1934	male	44	0.00908	0.00904	0.5	77922	705	77570	2020476	25.93
1934	male	45	0.00979	0.00975	0.5	77218	753	76842	1942906	25.16
1934	male	46	0.01056	0.0105	0.5	76465	803	76064	1866065	24.4
1934	male	47	0.01138	0.01131	0.5	75662	856	75234	1790001	23.66
1934	male	48	0.01225	0.01218	0.5	74806	911	74351	1714767	22.92
1934	male	49	0.01322	0.01313	0.5	73895	970	73410	1640416	22.2
1934	male	50	0.01427	0.01417	0.5	72925	1033	72408	1567006	21.49
1934	male	51	0.01529	0.01518	0.5	71892	1091	71346	1494598	20.79
1934	male	52	0.01626	0.01612	0.5	70800	1142	70230	1423252	20.1
1934	male	53	0.01714	0.01699	0.5	69659	1184	69067	1353023	19.42
1934	male	54	0.01794	0.01778	0.5	68475	1217	67866	1283956	18.75
1934	male	55	0.01872	0.01855	0.5	67258	1247	66634	1216089	18.08
1934	male	56	0.01973	0.01954	0.5	66010	1290	65366	1149455	17.41
1934	male	57	0.02108	0.02086	0.5	64721	1350	64046	1084090	16.75
1934	male	58	0.02281	0.02255	0.5	63371	1429	62656	1020044	16.1
1934	male	59	0.02494	0.02464	0.5	61942	1526	61179	957388	15.46
1934	male	60	0.02745	0.02707	0.5	60416	1636	59598	896209	14.83
1934	male	61	0.02997	0.02952	0.5	58780	1735	57912	836611	14.23
1934	male	62	0.03236	0.03184	0.5	57045	1817	56136	778699	13.65
1934	male	63	0.03462	0.03403	0.5	55228	1880	54288	722562	13.08
1934	male	64	0.03678	0.03611	0.5	53349	1927	52385	668274	12.53
1934	male	65	0.03892	0.03818	0.5	51422	1963	50440	615889	11.98
1934	male	66	0.04148	0.04064	0.5	49459	2010	48454	565448	11.43
1934	male	67	0.04472	0.04374	0.5	47449	2075	46411	516994	10.9
1934	male	68	0.04875	0.04759	0.5	45373	2159	44294	470583	10.37
1934	male	69	0.05366	0.05226	0.5	43214	2258	42085	426290	9.86
1934	male	70	0.05946	0.05775	0.5	40956	2365	39773	384205	9.38
1934	male	71	0.06556	0.06348	0.5	38591	2450	37366	344432	8.93
1934	male	72	0.07154	0.06907	0.5	36141	2496	34893	307066	8.5
1934	male	73	0.07727	0.0744	0.5	33645	2503	32393	272173	8.09
1934	male	74	0.08288	0.07959	0.5	31141	2478	29902	239780	7.7
1934	male	75	0.08523	0.08174	0.5	28663	2343	27492	209878	7.32
1934	male	76	0.0924	0.08832	0.5	26320	2325	25158	182387	6.93
1934	male	77	0.10052	0.09571	0.5	23995	2297	22847	157229	6.55
1934	male	78	0.1097	0.10399	0.5	21699	2256	20571	134382	6.19
1934	male	79	0.11972	0.11296	0.5	19442	2196	18344	113811	5.85
1934	male	80	0.13026	0.12229	0.5	17246	2109	16192	95467	5.54
1934	male	81	0.14152	0.13217	0.5	15137	2001	14137	79276	5.24
1934	male	82	0.15341	0.14248	0.5	13136	1872	12201	65139	4.96
1934	male	83	0.1655	0.15285	0.5	11265	1722	10404	52938	4.7
1934	male	84	0.17772	0.16322	0.5	9543	1558	8764	42535	4.46
1934	male	85	0.19037	0.17382	0.5	7985	1388	7291	33771	4.23
1934	male	86	0.2041	0.1852	0.5	6597	1222	5986	26479	4.01
1934	male	87	0.21946	0.19776	0.5	5375	1063	4844	20493	3.81
1934	male	88	0.23614	0.2112	0.5	4312	911	3857	15649	3.63
1934	male	89	0.2533	0.22483	0.5	3402	765	3019	11792	3.47
1934	male	90	0.2697	0.23765	0.5	2637	627	2324	8773	3.33
1934	male	91	0.2831	0.248	0.5	2010	499	1761	6449	3.21
1934	male	92	0.29199	0.25479	0.5	1512	385	1319	4688	3.1
1934	male	93	0.29501	0.25709	0.5	1127	290	982	3369	2.99
1934	male	94	0.29378	0.25616	0.5	837	214	730	2387	2.85
1934	male	95	0.33954	0.29026	0.5	623	181	532	1658	2.66
1934	male	96	0.35771	0.30344	0.5	442	134	375	1125	2.55
1934	male	97	0.37631	0.31671	0.5	308	97	259	751	2.44
1934	male	98	0.39527	0.33004	0.5	210	69	176	492	2.34
1934	male	99	0.41455	0.34338	0.5	141	48	117	316	2.24
1934	male	100	0.4341	0.35668	0.5	93	33	76	199	2.15
1934	male	101	0.45386	0.36991	0.5	60	22	49	123	2.07
1934	male	102	0.47376	0.38303	0.5	37	14	30	75	2
1934	male	103	0.49375	0.39599	0.5	23	9	19	45	1.92
1934	male	104	0.51375	0.40875	0.5	14	6	11	26	1.86
1934	male	105	0.53372	0.42129	0.5	8	3	7	15	1.8
1934	male	106	0.55357	0.43357	0.5	5	2	4	8	1.74
1934	male	107	0.57326	0.44555	0.5	3	1	2	5	1.69
1934	male	108	0.59271	0.45721	0.5	2	1	1	2	1.64
1934	male	109	0.61188	0.46854	0.5	1	0	1	1	1.61
1934	male	110	0.63071	1	1.59	0	0	1	1	1.59
1935	male	0	0.06968	0.06614	0.23	100000	6614	94921	5897274	58.97
1935	male	1	0.00939	0.00935	0.5	93386	873	92950	5802353	62.13
1935	male	2	0.00455	0.00454	0.5	92513	420	92303	5709404	61.71
1935	male	3	0.0032	0.00319	0.5	92094	294	91946	5617101	60.99
1935	male	4	0.00248	0.00248	0.5	91799	227	91686	5525154	60.19
1935	male	5	0.00209	0.00208	0.5	91572	191	91477	5433468	59.34
1935	male	6	0.00192	0.00192	0.5	91381	175	91294	5341992	58.46
1935	male	7	0.00176	0.00176	0.5	91206	161	91126	5250698	57.57
1935	male	8	0.00164	0.00164	0.5	91045	150	90971	5159572	56.67
1935	male	9	0.00156	0.00155	0.5	90896	141	90825	5068602	55.76
1935	male	10	0.00149	0.00149	0.5	90755	135	90687	4977777	54.85
1935	male	11	0.00148	0.00148	0.5	90619	134	90552	4887090	53.93
1935	male	12	0.00153	0.00152	0.5	90485	138	90416	4796538	53.01
1935	male	13	0.00162	0.00162	0.5	90347	147	90274	4706122	52.09
1935	male	14	0.00179	0.00179	0.5	90200	162	90120	4615848	51.17
1935	male	15	0.00203	0.00203	0.5	90039	183	89947	4525728	50.26
1935	male	16	0.00228	0.00228	0.5	89856	205	89753	4435781	49.37
1935	male	17	0.00253	0.00252	0.5	89651	226	89538	4346027	48.48
1935	male	18	0.00275	0.00275	0.5	89425	246	89302	4256489	47.6
1935	male	19	0.00297	0.00296	0.5	89179	264	89047	4167187	46.73
1935	male	20	0.00317	0.00316	0.5	88915	281	88774	4078140	45.87
1935	male	21	0.00334	0.00334	0.5	88634	296	88486	3989366	45.01
1935	male	22	0.00349	0.00349	0.5	88338	308	88184	3900880	44.16
1935	male	23	0.00362	0.00362	0.5	88030	318	87871	3812696	43.31
1935	male	24	0.00373	0.00372	0.5	87712	327	87548	3724825	42.47
1935	male	25	0.00381	0.00381	0.5	87385	333	87219	3637277	41.62
1935	male	26	0.00389	0.00388	0.5	87052	338	86883	3550058	40.78
1935	male	27	0.00397	0.00396	0.5	86714	343	86543	3463175	39.94
1935	male	28	0.00405	0.00404	0.5	86371	349	86197	3376632	39.09
1935	male	29	0.00412	0.00411	0.5	86022	354	85845	3290435	38.25
1935	male	30	0.00421	0.0042	0.5	85668	360	85489	3204590	37.41
1935	male	31	0.00434	0.00433	0.5	85309	370	85124	3119102	36.56
1935	male	32	0.00455	0.00454	0.5	84939	385	84746	3033978	35.72
1935	male	33	0.00482	0.00481	0.5	84554	407	84350	2949231	34.88
1935	male	34	0.00517	0.00515	0.5	84147	434	83930	2864881	34.05
1935	male	35	0.00558	0.00556	0.5	83713	466	83480	2780951	33.22
1935	male	36	0.006	0.00598	0.5	83248	498	82999	2697470	32.4
1935	male	37	0.00638	0.00636	0.5	82750	526	82487	2614472	31.59
1935	male	38	0.0067	0.00668	0.5	82224	549	81949	2531985	30.79
1935	male	39	0.00697	0.00695	0.5	81675	567	81391	2450036	30
1935	male	40	0.00721	0.00719	0.5	81107	583	80816	2368645	29.2
1935	male	41	0.0075	0.00747	0.5	80524	601	80224	2287829	28.41
1935	male	42	0.00786	0.00783	0.5	79923	626	79610	2207605	27.62
1935	male	43	0.00836	0.00832	0.5	79297	660	78967	2127995	26.84
1935	male	44	0.00897	0.00893	0.5	78637	702	78286	2049028	26.06
1935	male	45	0.00968	0.00964	0.5	77935	751	77559	1970743	25.29
1935	male	46	0.01044	0.01038	0.5	77184	801	76783	1893184	24.53
1935	male	47	0.01123	0.01117	0.5	76382	853	75956	1816401	23.78
1935	male	48	0.01206	0.01199	0.5	75529	905	75076	1740445	23.04
1935	male	49	0.01294	0.01286	0.5	74624	959	74144	1665368	22.32
1935	male	50	0.01388	0.01378	0.5	73664	1015	73157	1591224	21.6
1935	male	51	0.01487	0.01476	0.5	72649	1072	72113	1518068	20.9
1935	male	52	0.01588	0.01575	0.5	71577	1128	71013	1445954	20.2
1935	male	53	0.01689	0.01674	0.5	70450	1180	69860	1374941	19.52
1935	male	54	0.01788	0.01772	0.5	69270	1228	68656	1305081	18.84
1935	male	55	0.0189	0.01872	0.5	68042	1274	67405	1236425	18.17
1935	male	56	0.02004	0.01984	0.5	66768	1324	66106	1169020	17.51
1935	male	57	0.02134	0.02111	0.5	65444	1382	64753	1102914	16.85
1935	male	58	0.02285	0.0226	0.5	64062	1448	63338	1038162	16.21
1935	male	59	0.0246	0.02431	0.5	62614	1522	61853	974824	15.57
1935	male	60	0.02659	0.02624	0.5	61092	1603	60291	912970	14.94
1935	male	61	0.02877	0.02836	0.5	59489	1687	58646	852679	14.33
1935	male	62	0.03112	0.03064	0.5	57802	1771	56916	794034	13.74
1935	male	63	0.03364	0.03308	0.5	56031	1854	55104	737117	13.16
1935	male	64	0.03638	0.03573	0.5	54177	1936	53209	682013	12.59
1935	male	65	0.03936	0.0386	0.5	52241	2016	51233	628804	12.04
1935	male	66	0.04247	0.04159	0.5	50225	2089	49181	577571	11.5
1935	male	67	0.04579	0.04476	0.5	48136	2155	47059	528390	10.98
1935	male	68	0.04942	0.04822	0.5	45981	2217	44873	481332	10.47
1935	male	69	0.05339	0.052	0.5	43764	2276	42626	436459	9.97
1935	male	70	0.05775	0.05613	0.5	41488	2329	40324	393833	9.49
1935	male	71	0.06278	0.06087	0.5	39160	2384	37968	353509	9.03
1935	male	72	0.06845	0.06619	0.5	36776	2434	35559	315541	8.58
1935	male	73	0.07458	0.0719	0.5	34342	2469	33107	279982	8.15
1935	male	74	0.08123	0.07806	0.5	31873	2488	30629	246875	7.75
1935	male	75	0.0842	0.0808	0.5	29385	2374	28198	216246	7.36
1935	male	76	0.09225	0.08818	0.5	27011	2382	25820	188048	6.96
1935	male	77	0.10082	0.09598	0.5	24629	2364	23447	162229	6.59
1935	male	78	0.10985	0.10413	0.5	22265	2318	21106	138782	6.23
1935	male	79	0.11909	0.1124	0.5	19946	2242	18826	117676	5.9
1935	male	80	0.12825	0.12052	0.5	17705	2134	16638	98851	5.58
1935	male	81	0.13841	0.12945	0.5	15571	2016	14563	82213	5.28
1935	male	82	0.14975	0.13932	0.5	13555	1889	12611	67650	4.99
1935	male	83	0.16206	0.14991	0.5	11667	1749	10792	55039	4.72
1935	male	84	0.17507	0.16098	0.5	9918	1597	9119	44247	4.46
1935	male	85	0.18922	0.17286	0.5	8321	1438	7602	35128	4.22
1935	male	86	0.20469	0.18569	0.5	6883	1278	6244	27526	4
1935	male	87	0.2216	0.1995	0.5	5605	1118	5046	21282	3.8
1935	male	88	0.23957	0.21394	0.5	4487	960	4007	16237	3.62
1935	male	89	0.25691	0.22766	0.5	3527	803	3125	12230	3.47
1935	male	90	0.27141	0.23898	0.5	2724	651	2398	9105	3.34
1935	male	91	0.28204	0.24719	0.5	2073	512	1817	6707	3.24
1935	male	92	0.28761	0.25145	0.5	1560	392	1364	4890	3.13
1935	male	93	0.2873	0.25121	0.5	1168	293	1021	3526	3.02
1935	male	94	0.28473	0.24925	0.5	875	218	766	2505	2.86
1935	male	95	0.34098	0.29131	0.5	657	191	561	1739	2.65
1935	male	96	0.35962	0.30481	0.5	465	142	394	1178	2.53
1935	male	97	0.37869	0.31841	0.5	324	103	272	784	2.42
1935	male	98	0.39815	0.33205	0.5	221	73	184	511	2.32
1935	male	99	0.41794	0.3457	0.5	147	51	122	328	2.22
1935	male	100	0.43799	0.3593	0.5	96	35	79	206	2.14
1935	male	101	0.45825	0.37282	0.5	62	23	50	127	2.05
1935	male	102	0.47864	0.38621	0.5	39	15	31	76	1.98
1935	male	103	0.49911	0.39943	0.5	24	9	19	45	1.9
1935	male	104	0.51958	0.41243	0.5	14	6	11	26	1.84
1935	male	105	0.53999	0.42519	0.5	8	4	7	15	1.78
1935	male	106	0.56026	0.43766	0.5	5	2	4	8	1.72
1935	male	107	0.58033	0.44981	0.5	3	1	2	5	1.67
1935	male	108	0.60014	0.46162	0.5	1	1	1	2	1.62
1935	male	109	0.61963	0.47307	0.5	1	0	1	1	1.59
1935	male	110	0.63874	1	1.57	0	0	1	1	1.57
1936	male	0	0.07011	0.06653	0.23	100000	6653	94898	5836161	58.36
1936	male	1	0.00963	0.00958	0.5	93347	895	92899	5741263	61.5
1936	male	2	0.0045	0.00449	0.5	92452	416	92244	5648364	61.1
1936	male	3	0.00304	0.00304	0.5	92036	280	91897	5556119	60.37
1936	male	4	0.00239	0.00239	0.5	91757	219	91647	5464223	59.55
1936	male	5	0.00201	0.00201	0.5	91538	184	91446	5372575	58.69
1936	male	6	0.00186	0.00186	0.5	91354	170	91269	5281130	57.81
1936	male	7	0.00173	0.00173	0.5	91184	158	91105	5189861	56.92
1936	male	8	0.00161	0.00161	0.5	91026	146	90953	5098756	56.01
1936	male	9	0.00151	0.00151	0.5	90880	137	90811	5007803	55.1
1936	male	10	0.00144	0.00144	0.5	90742	131	90677	4916992	54.19
1936	male	11	0.00143	0.00143	0.5	90611	130	90546	4826315	53.26
1936	male	12	0.00149	0.00149	0.5	90481	135	90414	4735769	52.34
1936	male	13	0.00161	0.00161	0.5	90346	146	90274	4645355	51.42
1936	male	14	0.0018	0.0018	0.5	90201	163	90119	4555081	50.5
1936	male	15	0.00207	0.00207	0.5	90038	186	89945	4464962	49.59
1936	male	16	0.00236	0.00235	0.5	89852	211	89746	4375017	48.69
1936	male	17	0.00263	0.00263	0.5	89640	236	89523	4285271	47.81
1936	male	18	0.00289	0.00289	0.5	89405	258	89276	4195748	46.93
1936	male	19	0.00312	0.00311	0.5	89147	277	89008	4106472	46.06
1936	male	20	0.00331	0.0033	0.5	88869	294	88722	4017464	45.21
1936	male	21	0.00347	0.00346	0.5	88576	307	88422	3928742	44.35
1936	male	22	0.0036	0.0036	0.5	88269	318	88110	3840320	43.51
1936	male	23	0.00371	0.00371	0.5	87951	326	87788	3752210	42.66
1936	male	24	0.0038	0.00379	0.5	87625	332	87459	3664421	41.82
1936	male	25	0.00387	0.00387	0.5	87293	338	87124	3576962	40.98
1936	male	26	0.00395	0.00394	0.5	86955	343	86784	3489838	40.13
1936	male	27	0.00403	0.00403	0.5	86613	349	86438	3403054	39.29
1936	male	28	0.00412	0.00411	0.5	86264	355	86086	3316616	38.45
1936	male	29	0.00422	0.00421	0.5	85909	361	85728	3230529	37.6
1936	male	30	0.00432	0.00431	0.5	85548	369	85363	3144801	36.76
1936	male	31	0.00448	0.00447	0.5	85178	381	84988	3059438	35.92
1936	male	32	0.00469	0.00468	0.5	84798	397	84600	2974450	35.08
1936	male	33	0.00496	0.00495	0.5	84401	418	84192	2889850	34.24
1936	male	34	0.0053	0.00529	0.5	83983	444	83761	2805658	33.41
1936	male	35	0.0057	0.00568	0.5	83539	475	83302	2721897	32.58
1936	male	36	0.00613	0.00611	0.5	83064	508	82811	2638595	31.77
1936	male	37	0.00657	0.00655	0.5	82557	541	82286	2555784	30.96
1936	male	38	0.00701	0.00698	0.5	82016	573	81730	2473498	30.16
1936	male	39	0.00741	0.00738	0.5	81443	601	81142	2391768	29.37
1936	male	40	0.00779	0.00776	0.5	80842	627	80528	2310625	28.58
1936	male	41	0.00816	0.00812	0.5	80215	652	79889	2230097	27.8
1936	male	42	0.00855	0.00851	0.5	79563	677	79225	2150208	27.03
1936	male	43	0.009	0.00896	0.5	78886	707	78533	2070983	26.25
1936	male	44	0.00955	0.00951	0.5	78179	743	77808	1992451	25.49
1936	male	45	0.0102	0.01015	0.5	77436	786	77043	1914643	24.73
1936	male	46	0.01093	0.01087	0.5	76650	834	76233	1837600	23.97
1936	male	47	0.01173	0.01166	0.5	75817	884	75374	1761366	23.23
1936	male	48	0.01261	0.01253	0.5	74932	939	74463	1685992	22.5
